Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2005-01-03,6.61,6.61,6.61,6.61
2005-01-04,6.6,6.6,6.6,6.6
2005-01-05,6.62,6.62,6.62,6.62
2005-01-06,6.63,6.63,6.63,6.63
2005-01-07,6.64,6.64,6.64,6.64
2005-01-10,6.64,6.64,6.64,6.64
2005-01-11,6.65,6.65,6.65,6.65
2005-01-12,6.65,6.65,6.65,6.65
2005-01-13,6.65,6.65,6.65,6.65
2005-01-14,6.65,6.65,6.65,6.65
2005-01-17,6.65,6.65,6.65,6.65
2005-01-18,6.64,6.64,6.64,6.64
2005-01-19,6.65,6.65,6.65,6.65
2005-01-20,6.62,6.62,6.62,6.62
2005-01-21,6.63,6.63,6.63,6.63
2005-01-24,6.62,6.62,6.62,6.62
2005-01-25,6.62,6.62,6.62,6.62
2005-01-26,6.64,6.64,6.64,6.64
2005-01-27,6.63,6.63,6.63,6.63
2005-01-28,6.61,6.61,6.61,6.61
2005-01-31,6.61,6.61,6.61,6.61
2005-02-01,6.6,6.6,6.6,6.6
2005-02-02,6.6,6.6,6.6,6.6
2005-02-03,6.6,6.6,6.6,6.6
2005-02-04,6.6,6.6,6.6,6.6
2005-02-07,6.6,6.6,6.6,6.6
2005-02-08,6.6,6.6,6.6,6.6
2005-02-09,6.6,6.6,6.6,6.6
2005-02-10,6.61,6.61,6.61,6.61
2005-02-11,6.6,6.6,6.6,6.6
2005-02-14,6.59,6.59,6.59,6.59
2005-02-15,6.57,6.57,6.57,6.57
2005-02-16,6.51,6.51,6.51,6.51
2005-02-17,6.51,6.51,6.51,6.51
2005-02-18,6.51,6.51,6.51,6.51
2005-02-21,6.49,6.49,6.49,6.49
2005-02-22,6.49,6.49,6.49,6.49
2005-02-23,6.49,6.49,6.49,6.49
2005-02-24,6.48,6.48,6.48,6.48
2005-02-25,6.46,6.46,6.46,6.46
2005-02-28,6.31,6.31,6.31,6.31
2005-03-01,6.3,6.3,6.3,6.3
2005-03-02,6.3,6.3,6.3,6.3
2005-03-03,6.33,6.33,6.33,6.33
2005-03-04,6.35,6.35,6.35,6.35
2005-03-07,6.34,6.34,6.34,6.34
2005-03-08,6.26,6.26,6.26,6.26
2005-03-09,6.19,6.19,6.19,6.19
2005-03-10,6.17,6.17,6.17,6.17
2005-03-11,6.16,6.16,6.16,6.16
2005-03-14,6.15,6.15,6.15,6.15
2005-03-15,6.05,6.05,6.05,6.05
2005-03-16,6.1,6.1,6.1,6.1
2005-03-17,6.15,6.15,6.15,6.15
2005-03-18,6.1,6.1,6.1,6.1
2005-03-21,6.1,6.1,6.1,6.1
2005-03-22,6.09,6.09,6.09,6.09
2005-03-23,6.1,6.1,6.1,6.1
2005-03-24,6.05,6.05,6.05,6.05
2005-03-29,6.06,6.06,6.06,6.06
2005-03-30,6.09,6.09,6.09,6.09
2005-03-31,5.91,5.91,5.91,5.91
2005-04-01,5.89,5.89,5.89,5.89
2005-04-04,5.9,5.9,5.9,5.9
2005-04-05,5.9,5.9,5.9,5.9
2005-04-06,5.91,5.91,5.91,5.91
2005-04-07,5.9,5.9,5.9,5.9
2005-04-11,5.89,5.89,5.89,5.89
2005-04-12,5.89,5.89,5.89,5.89
2005-04-13,5.88,5.88,5.88,5.88
2005-04-14,5.86,5.86,5.86,5.86
2005-04-15,5.79,5.79,5.79,5.79
2005-04-18,5.79,5.79,5.79,5.79
2005-04-19,5.77,5.77,5.77,5.77
2005-04-20,5.7,5.7,5.7,5.7
2005-04-21,5.7,5.7,5.7,5.7
2005-04-22,5.66,5.66,5.66,5.66
2005-04-25,5.65,5.65,5.65,5.65
2005-04-26,5.65,5.65,5.65,5.65
2005-04-27,5.61,5.61,5.61,5.61
2005-04-28,5.6,5.6,5.6,5.6
2005-04-29,5.59,5.59,5.59,5.59
2005-05-02,5.58,5.58,5.58,5.58
2005-05-04,5.56,5.56,5.56,5.56
2005-05-05,5.56,5.56,5.56,5.56
2005-05-06,5.55,5.55,5.55,5.55
2005-05-09,5.51,5.51,5.51,5.51
2005-05-10,5.5,5.5,5.5,5.5
2005-05-11,5.51,5.51,5.51,5.51
2005-05-12,5.5,5.5,5.5,5.5
2005-05-13,5.5,5.5,5.5,5.5
2005-05-16,5.42,5.42,5.42,5.42
2005-05-17,5.46,5.46,5.46,5.46
2005-05-18,5.46,5.46,5.46,5.46
2005-05-19,5.44,5.44,5.44,5.44
2005-05-20,5.43,5.43,5.43,5.43
2005-05-23,5.45,5.45,5.45,5.45
2005-05-24,5.45,5.45,5.45,5.45
2005-05-25,5.43,5.43,5.43,5.43
2005-05-27,5.44,5.44,5.44,5.44
2005-05-30,5.44,5.44,5.44,5.44
2005-05-31,5.44,5.44,5.44,5.44
2005-06-01,5.28,5.28,5.28,5.28
2005-06-02,5.3,5.3,5.3,5.3
2005-06-03,5.3,5.3,5.3,5.3
2005-06-06,5.32,5.32,5.32,5.32
2005-06-07,5.31,5.31,5.31,5.31
2005-06-08,5.28,5.28,5.28,5.28
2005-06-09,5.29,5.29,5.29,5.29
2005-06-10,5.29,5.29,5.29,5.29
2005-06-13,5.26,5.26,5.26,5.26
2005-06-14,5.25,5.25,5.25,5.25
2005-06-15,5.26,5.26,5.26,5.26
2005-06-16,5.27,5.27,5.27,5.27
2005-06-17,5.28,5.28,5.28,5.28
2005-06-20,5.2,5.2,5.2,5.2
2005-06-21,5.2,5.2,5.2,5.2
2005-06-22,5.2,5.2,5.2,5.2
2005-06-23,5.17,5.17,5.17,5.17
2005-06-24,5.17,5.17,5.17,5.17
2005-06-27,5.12,5.12,5.12,5.12
2005-06-28,5.1,5.1,5.1,5.1
2005-06-29,5.05,5.05,5.05,5.05
2005-06-30,4.9,4.9,4.9,4.9
2005-07-01,4.76,4.76,4.76,4.76
2005-07-04,4.71,4.71,4.71,4.71
2005-07-05,4.74,4.74,4.74,4.74
2005-07-06,4.74,4.74,4.74,4.74
2005-07-07,4.73,4.73,4.73,4.73
2005-07-08,4.72,4.72,4.72,4.72
2005-07-11,4.73,4.73,4.73,4.73
2005-07-12,4.7,4.7,4.7,4.7
2005-07-13,4.69,4.69,4.69,4.69
2005-07-14,4.7,4.7,4.7,4.7
2005-07-15,4.61,4.61,4.61,4.61
2005-07-18,4.61,4.61,4.61,4.61
2005-07-19,4.6,4.6,4.6,4.6
2005-07-20,4.65,4.65,4.65,4.65
2005-07-21,4.65,4.65,4.65,4.65
2005-07-22,4.63,4.63,4.63,4.63
2005-07-25,4.65,4.65,4.65,4.65
2005-07-26,4.66,4.66,4.66,4.66
2005-07-27,4.68,4.68,4.68,4.68
2005-07-28,4.67,4.67,4.67,4.67
2005-07-29,4.67,4.67,4.67,4.67
2005-08-01,4.66,4.66,4.66,4.66
2005-08-02,4.66,4.66,4.66,4.66
2005-08-03,4.66,4.66,4.66,4.66
2005-08-04,4.67,4.67,4.67,4.67
2005-08-05,4.69,4.69,4.69,4.69
2005-08-08,4.7,4.7,4.7,4.7
2005-08-09,4.7,4.7,4.7,4.7
2005-08-10,4.7,4.7,4.7,4.7
2005-08-11,4.69,4.69,4.69,4.69
2005-08-12,4.68,4.68,4.68,4.68
2005-08-16,4.65,4.65,4.65,4.65
2005-08-17,4.7,4.7,4.7,4.7
2005-08-18,4.7,4.7,4.7,4.7
2005-08-19,4.7,4.7,4.7,4.7
2005-08-22,4.7,4.7,4.7,4.7
2005-08-23,4.7,4.7,4.7,4.7
2005-08-24,4.68,4.68,4.68,4.68
2005-08-25,4.66,4.66,4.66,4.66
2005-08-26,4.66,4.66,4.66,4.66
2005-08-29,4.63,4.63,4.63,4.63
2005-08-30,4.63,4.63,4.63,4.63
2005-08-31,4.61,4.61,4.61,4.61
2005-09-01,4.55,4.55,4.55,4.55
2005-09-02,4.54,4.54,4.54,4.54
2005-09-05,4.56,4.56,4.56,4.56
2005-09-06,4.57,4.57,4.57,4.57
2005-09-07,4.55,4.55,4.55,4.55
2005-09-08,4.53,4.53,4.53,4.53
2005-09-09,4.53,4.53,4.53,4.53
2005-09-12,4.55,4.55,4.55,4.55
2005-09-13,4.54,4.54,4.54,4.54
2005-09-14,4.54,4.54,4.54,4.54
2005-09-15,4.53,4.53,4.53,4.53
2005-09-16,4.53,4.53,4.53,4.53
2005-09-19,4.51,4.51,4.51,4.51
2005-09-20,4.49,4.49,4.49,4.49
2005-09-21,4.48,4.48,4.48,4.48
2005-09-22,4.46,4.46,4.46,4.46
2005-09-23,4.46,4.46,4.46,4.46
2005-09-26,4.46,4.46,4.46,4.46
2005-09-27,4.46,4.46,4.46,4.46
2005-09-28,4.45,4.45,4.45,4.45
2005-09-29,4.5,4.5,4.5,4.5
2005-09-30,4.5,4.5,4.5,4.5
2005-10-03,4.51,4.51,4.51,4.51
2005-10-04,4.55,4.55,4.55,4.55
2005-10-05,4.54,4.54,4.54,4.54
2005-10-06,4.55,4.55,4.55,4.55
2005-10-07,4.54,4.54,4.54,4.54
2005-10-10,4.55,4.55,4.55,4.55
2005-10-11,4.54,4.54,4.54,4.54
2005-10-12,4.54,4.54,4.54,4.54
2005-10-13,4.53,4.53,4.53,4.53
2005-10-14,4.54,4.54,4.54,4.54
2005-10-17,4.53,4.53,4.53,4.53
2005-10-18,4.51,4.51,4.51,4.51
2005-10-19,4.52,4.52,4.52,4.52
2005-10-20,4.51,4.51,4.51,4.51
2005-10-21,4.52,4.52,4.52,4.52
2005-10-24,4.54,4.54,4.54,4.54
2005-10-25,4.54,4.54,4.54,4.54
2005-10-26,4.53,4.53,4.53,4.53
2005-10-27,4.62,4.62,4.62,4.62
2005-10-28,4.62,4.62,4.62,4.62
2005-10-31,4.62,4.62,4.62,4.62
2005-11-02,4.64,4.64,4.64,4.64
2005-11-03,4.64,4.64,4.64,4.64
2005-11-04,4.64,4.64,4.64,4.64
2005-11-07,4.65,4.65,4.65,4.65
2005-11-08,4.65,4.65,4.65,4.65
2005-11-09,4.65,4.65,4.65,4.65
2005-11-10,4.65,4.65,4.65,4.65
2005-11-14,4.65,4.65,4.65,4.65
2005-11-15,4.65,4.65,4.65,4.65
2005-11-16,4.65,4.65,4.65,4.65
2005-11-17,4.64,4.64,4.64,4.64
2005-11-18,4.64,4.64,4.64,4.64
2005-11-21,4.64,4.64,4.64,4.64
2005-11-22,4.63,4.63,4.63,4.63
2005-11-23,4.62,4.62,4.62,4.62
2005-11-24,4.62,4.62,4.62,4.62
2005-11-25,4.63,4.63,4.63,4.63
2005-11-28,4.62,4.62,4.62,4.62
2005-11-29,4.63,4.63,4.63,4.63
2005-11-30,4.63,4.63,4.63,4.63
2005-12-01,4.65,4.65,4.65,4.65
2005-12-02,4.64,4.64,4.64,4.64
2005-12-05,4.64,4.64,4.64,4.64
2005-12-06,4.64,4.64,4.64,4.64
2005-12-07,4.64,4.64,4.64,4.64
2005-12-08,4.63,4.63,4.63,4.63
2005-12-09,4.63,4.63,4.63,4.63
2005-12-12,4.61,4.61,4.61,4.61
2005-12-13,4.61,4.61,4.61,4.61
2005-12-14,4.63,4.63,4.63,4.63
2005-12-15,4.56,4.56,4.56,4.56
2005-12-16,4.6,4.6,4.6,4.6
2005-12-19,4.62,4.62,4.62,4.62
2005-12-20,4.63,4.63,4.63,4.63
2005-12-21,4.61,4.61,4.61,4.61
2005-12-22,4.61,4.61,4.61,4.61
2005-12-23,4.6,4.6,4.6,4.6
2005-12-27,4.6,4.6,4.6,4.6
2005-12-28,4.6,4.6,4.6,4.6
2005-12-29,4.6,4.6,4.6,4.6
2005-12-30,4.6,4.6,4.6,4.6
2006-01-02,4.61,4.61,4.61,4.61
2006-01-03,4.6,4.6,4.6,4.6
2006-01-04,4.56,4.56,4.56,4.56
2006-01-05,4.55,4.55,4.55,4.55
2006-01-06,4.55,4.55,4.55,4.55
2006-01-09,4.51,4.51,4.51,4.51
2006-01-10,4.5,4.5,4.5,4.5
2006-01-11,4.49,4.49,4.49,4.49
2006-01-12,4.49,4.49,4.49,4.49
2006-01-13,4.5,4.5,4.5,4.5
2006-01-16,4.47,4.47,4.47,4.47
2006-01-17,4.49,4.49,4.49,4.49
2006-01-18,4.49,4.49,4.49,4.49
2006-01-19,4.48,4.48,4.48,4.48
2006-01-20,4.46,4.46,4.46,4.46
2006-01-23,4.47,4.47,4.47,4.47
2006-01-24,4.46,4.46,4.46,4.46
2006-01-25,4.43,4.43,4.43,4.43
2006-01-26,4.4,4.4,4.4,4.4
2006-01-27,4.39,4.39,4.39,4.39
2006-01-30,4.4,4.4,4.4,4.4
2006-01-31,4.4,4.4,4.4,4.4
2006-02-01,4.34,4.34,4.34,4.34
2006-02-02,4.34,4.34,4.34,4.34
2006-02-03,4.34,4.34,4.34,4.34
2006-02-06,4.34,4.34,4.34,4.34
2006-02-07,4.34,4.34,4.34,4.34
2006-02-08,4.32,4.32,4.32,4.32
2006-02-09,4.32,4.32,4.32,4.32
2006-02-10,4.33,4.33,4.33,4.33
2006-02-13,4.32,4.32,4.32,4.32
2006-02-14,4.3,4.3,4.3,4.3
2006-02-15,4.27,4.27,4.27,4.27
2006-02-16,4.24,4.24,4.24,4.24
2006-02-17,4.2,4.2,4.2,4.2
2006-02-20,4.18,4.18,4.18,4.18
2006-02-21,4.19,4.19,4.19,4.19
2006-02-22,4.18,4.18,4.18,4.18
2006-02-23,4.19,4.19,4.19,4.19
2006-02-24,4.17,4.17,4.17,4.17
2006-02-27,4.16,4.16,4.16,4.16
2006-02-28,4.16,4.16,4.16,4.16
2006-03-01,4.08,4.08,4.08,4.08
2006-03-02,4.09,4.09,4.09,4.09
2006-03-03,4.08,4.08,4.08,4.08
2006-03-06,4.09,4.09,4.09,4.09
2006-03-07,4.1,4.1,4.1,4.1
2006-03-08,4.1,4.1,4.1,4.1
2006-03-09,4.11,4.11,4.11,4.11
2006-03-10,4.13,4.13,4.13,4.13
2006-03-13,4.12,4.12,4.12,4.12
2006-03-14,4.13,4.13,4.13,4.13
2006-03-15,4.11,4.11,4.11,4.11
2006-03-16,4.11,4.11,4.11,4.11
2006-03-17,4.1,4.1,4.1,4.1
2006-03-20,4.13,4.13,4.13,4.13
2006-03-21,4.13,4.13,4.13,4.13
2006-03-22,4.14,4.14,4.14,4.14
2006-03-23,4.13,4.13,4.13,4.13
2006-03-24,4.13,4.13,4.13,4.13
2006-03-27,4.15,4.15,4.15,4.15
2006-03-28,4.15,4.15,4.15,4.15
2006-03-29,4.16,4.16,4.16,4.16
2006-03-30,4.15,4.15,4.15,4.15
2006-03-31,4.17,4.17,4.17,4.17
2006-04-03,4.18,4.18,4.18,4.18
2006-04-04,4.17,4.17,4.17,4.17
2006-04-05,4.17,4.17,4.17,4.17
2006-04-06,4.15,4.15,4.15,4.15
2006-04-07,4.15,4.15,4.15,4.15
2006-04-10,4.16,4.16,4.16,4.16
2006-04-11,4.15,4.15,4.15,4.15
2006-04-12,4.14,4.14,4.14,4.14
2006-04-13,4.13,4.13,4.13,4.13
2006-04-18,4.11,4.11,4.11,4.11
2006-04-19,4.12,4.12,4.12,4.12
2006-04-20,4.11,4.11,4.11,4.11
2006-04-21,4.12,4.12,4.12,4.12
2006-04-24,4.13,4.13,4.13,4.13
2006-04-25,4.13,4.13,4.13,4.13
2006-04-26,4.13,4.13,4.13,4.13
2006-04-27,4.14,4.14,4.14,4.14
2006-04-28,4.13,4.13,4.13,4.13
2006-05-02,4.15,4.15,4.15,4.15
2006-05-04,4.16,4.16,4.16,4.16
2006-05-05,4.15,4.15,4.15,4.15
2006-05-08,4.15,4.15,4.15,4.15
2006-05-09,4.16,4.16,4.16,4.16
2006-05-10,4.16,4.16,4.16,4.16
2006-05-11,4.15,4.15,4.15,4.15
2006-05-12,4.15,4.15,4.15,4.15
2006-05-15,4.15,4.15,4.15,4.15
2006-05-16,4.15,4.15,4.15,4.15
2006-05-17,4.15,4.15,4.15,4.15
2006-05-18,4.16,4.16,4.16,4.16
2006-05-19,4.15,4.15,4.15,4.15
2006-05-22,4.15,4.15,4.15,4.15
2006-05-23,4.16,4.16,4.16,4.16
2006-05-24,4.16,4.16,4.16,4.16
2006-05-25,4.16,4.16,4.16,4.16
2006-05-26,4.16,4.16,4.16,4.16
2006-05-29,4.15,4.15,4.15,4.15
2006-05-30,4.15,4.15,4.15,4.15
2006-05-31,4.15,4.15,4.15,4.15
2006-06-01,4.14,4.14,4.14,4.14
2006-06-02,4.13,4.13,4.13,4.13
2006-06-05,4.13,4.13,4.13,4.13
2006-06-06,4.14,4.14,4.14,4.14
2006-06-07,4.15,4.15,4.15,4.15
2006-06-08,4.14,4.14,4.14,4.14
2006-06-09,4.14,4.14,4.14,4.14
2006-06-12,4.15,4.15,4.15,4.15
2006-06-13,4.17,4.17,4.17,4.17
2006-06-14,4.18,4.18,4.18,4.18
2006-06-16,4.18,4.18,4.18,4.18
2006-06-19,4.17,4.17,4.17,4.17
2006-06-20,4.16,4.16,4.16,4.16
2006-06-21,4.18,4.18,4.18,4.18
2006-06-22,4.17,4.17,4.17,4.17
2006-06-23,4.22,4.22,4.22,4.22
2006-06-26,4.23,4.23,4.23,4.23
2006-06-27,4.22,4.22,4.22,4.22
2006-06-28,4.23,4.23,4.23,4.23
2006-06-29,4.23,4.23,4.23,4.23
2006-06-30,4.21,4.21,4.21,4.21
2006-07-03,4.2,4.2,4.2,4.2
2006-07-04,4.19,4.19,4.19,4.19
2006-07-05,4.2,4.2,4.2,4.2
2006-07-06,4.19,4.19,4.19,4.19
2006-07-07,4.2,4.2,4.2,4.2
2006-07-10,4.22,4.22,4.22,4.22
2006-07-11,4.22,4.22,4.22,4.22
2006-07-12,4.21,4.21,4.21,4.21
2006-07-13,4.21,4.21,4.21,4.21
2006-07-14,4.21,4.21,4.21,4.21
2006-07-17,4.2,4.2,4.2,4.2
2006-07-18,4.19,4.19,4.19,4.19
2006-07-19,4.19,4.19,4.19,4.19
2006-07-20,4.18,4.18,4.18,4.18
2006-07-21,4.17,4.17,4.17,4.17
2006-07-24,4.18,4.18,4.18,4.18
2006-07-25,4.17,4.17,4.17,4.17
2006-07-26,4.18,4.18,4.18,4.18
2006-07-27,4.19,4.19,4.19,4.19
2006-07-28,4.18,4.18,4.18,4.18
2006-07-31,4.18,4.18,4.18,4.18
2006-08-01,4.2,4.2,4.2,4.2
2006-08-02,4.2,4.2,4.2,4.2
2006-08-03,4.19,4.19,4.19,4.19
2006-08-04,4.19,4.19,4.19,4.19
2006-08-07,4.18,4.18,4.18,4.18
2006-08-08,4.19,4.19,4.19,4.19
2006-08-09,4.19,4.19,4.19,4.19
2006-08-10,4.19,4.19,4.19,4.19
2006-08-11,4.18,4.18,4.18,4.18
2006-08-14,4.2,4.2,4.2,4.2
2006-08-16,4.18,4.18,4.18,4.18
2006-08-17,4.19,4.19,4.19,4.19
2006-08-18,4.2,4.2,4.2,4.2
2006-08-21,4.2,4.2,4.2,4.2
2006-08-22,4.2,4.2,4.2,4.2
2006-08-23,4.2,4.2,4.2,4.2
2006-08-24,4.2,4.2,4.2,4.2
2006-08-25,4.2,4.2,4.2,4.2
2006-08-28,4.21,4.21,4.21,4.21
2006-08-29,4.2,4.2,4.2,4.2
2006-08-30,4.19,4.19,4.19,4.19
2006-08-31,4.19,4.19,4.19,4.19
2006-09-01,4.2,4.2,4.2,4.2
2006-09-04,4.2,4.2,4.2,4.2
2006-09-05,4.2,4.2,4.2,4.2
2006-09-06,4.2,4.2,4.2,4.2
2006-09-07,4.21,4.21,4.21,4.21
2006-09-08,4.21,4.21,4.21,4.21
2006-09-11,4.21,4.21,4.21,4.21
2006-09-12,4.2,4.2,4.2,4.2
2006-09-13,4.21,4.21,4.21,4.21
2006-09-14,4.2,4.2,4.2,4.2
2006-09-15,4.21,4.21,4.21,4.21
2006-09-18,4.21,4.21,4.21,4.21
2006-09-19,4.23,4.23,4.23,4.23
2006-09-20,4.22,4.22,4.22,4.22
2006-09-21,4.21,4.21,4.21,4.21
2006-09-22,4.21,4.21,4.21,4.21
2006-09-25,4.22,4.22,4.22,4.22
2006-09-26,4.21,4.21,4.21,4.21
2006-09-27,4.2,4.2,4.2,4.2
2006-09-28,4.21,4.21,4.21,4.21
2006-09-29,4.22,4.22,4.22,4.22
2006-10-02,4.22,4.22,4.22,4.22
2006-10-03,4.23,4.23,4.23,4.23
2006-10-04,4.23,4.23,4.23,4.23
2006-10-05,4.24,4.24,4.24,4.24
2006-10-06,4.22,4.22,4.22,4.22
2006-10-09,4.23,4.23,4.23,4.23
2006-10-10,4.23,4.23,4.23,4.23
2006-10-11,4.23,4.23,4.23,4.23
2006-10-12,4.24,4.24,4.24,4.24
2006-10-13,4.22,4.22,4.22,4.22
2006-10-16,4.21,4.21,4.21,4.21
2006-10-17,4.21,4.21,4.21,4.21
2006-10-18,4.22,4.22,4.22,4.22
2006-10-19,4.2,4.2,4.2,4.2
2006-10-20,4.21,4.21,4.21,4.21
2006-10-23,4.2,4.2,4.2,4.2
2006-10-24,4.21,4.21,4.21,4.21
2006-10-25,4.2,4.2,4.2,4.2
2006-10-26,4.2,4.2,4.2,4.2
2006-10-27,4.2,4.2,4.2,4.2
2006-10-30,4.21,4.21,4.21,4.21
2006-10-31,4.21,4.21,4.21,4.21
2006-11-02,4.2,4.2,4.2,4.2
2006-11-03,4.21,4.21,4.21,4.21
2006-11-06,4.21,4.21,4.21,4.21
2006-11-07,4.2,4.2,4.2,4.2
2006-11-08,4.2,4.2,4.2,4.2
2006-11-09,4.2,4.2,4.2,4.2
2006-11-10,4.2,4.2,4.2,4.2
2006-11-13,4.2,4.2,4.2,4.2
2006-11-14,4.2,4.2,4.2,4.2
2006-11-15,4.19,4.19,4.19,4.19
2006-11-16,4.19,4.19,4.19,4.19
2006-11-17,4.19,4.19,4.19,4.19
2006-11-20,4.2,4.2,4.2,4.2
2006-11-21,4.19,4.19,4.19,4.19
2006-11-22,4.19,4.19,4.19,4.19
2006-11-23,4.19,4.19,4.19,4.19
2006-11-24,4.2,4.2,4.2,4.2
2006-11-27,4.19,4.19,4.19,4.19
2006-11-28,4.19,4.19,4.19,4.19
2006-11-29,4.2,4.2,4.2,4.2
2006-11-30,4.2,4.2,4.2,4.2
2006-12-01,4.2,4.2,4.2,4.2
2006-12-04,4.19,4.19,4.19,4.19
2006-12-05,4.2,4.2,4.2,4.2
2006-12-06,4.2,4.2,4.2,4.2
2006-12-07,4.2,4.2,4.2,4.2
2006-12-08,4.2,4.2,4.2,4.2
2006-12-11,4.2,4.2,4.2,4.2
2006-12-12,4.19,4.19,4.19,4.19
2006-12-13,4.19,4.19,4.19,4.19
2006-12-14,4.2,4.2,4.2,4.2
2006-12-15,4.2,4.2,4.2,4.2
2006-12-18,4.2,4.2,4.2,4.2
2006-12-19,4.2,4.2,4.2,4.2
2006-12-20,4.2,4.2,4.2,4.2
2006-12-21,4.21,4.21,4.21,4.21
2006-12-22,4.21,4.21,4.21,4.21
2006-12-27,4.2,4.2,4.2,4.2
2006-12-28,4.2,4.2,4.2,4.2
2006-12-29,4.2,4.2,4.2,4.2
2007-01-02,4.21,4.21,4.21,4.21
2007-01-03,4.21,4.21,4.21,4.21
2007-01-04,4.2,4.2,4.2,4.2
2007-01-05,4.2,4.2,4.2,4.2
2007-01-08,4.2,4.2,4.2,4.2
2007-01-09,4.2,4.2,4.2,4.2
2007-01-10,4.2,4.2,4.2,4.2
2007-01-11,4.2,4.2,4.2,4.2
2007-01-12,4.2,4.2,4.2,4.2
2007-01-15,4.19,4.19,4.19,4.19
2007-01-16,4.2,4.2,4.2,4.2
2007-01-17,4.2,4.2,4.2,4.2
2007-01-18,4.2,4.2,4.2,4.2
2007-01-19,4.19,4.19,4.19,4.19
2007-01-22,4.18,4.18,4.18,4.18
2007-01-23,4.19,4.19,4.19,4.19
2007-01-24,4.2,4.2,4.2,4.2
2007-01-25,4.19,4.19,4.19,4.19
2007-01-26,4.2,4.2,4.2,4.2
2007-01-29,4.2,4.2,4.2,4.2
2007-01-30,4.19,4.19,4.19,4.19
2007-01-31,4.19,4.19,4.19,4.19
2007-02-01,4.18,4.18,4.18,4.18
2007-02-02,4.19,4.19,4.19,4.19
2007-02-05,4.19,4.19,4.19,4.19
2007-02-06,4.2,4.2,4.2,4.2
2007-02-07,4.2,4.2,4.2,4.2
2007-02-08,4.2,4.2,4.2,4.2
2007-02-09,4.2,4.2,4.2,4.2
2007-02-12,4.2,4.2,4.2,4.2
2007-02-13,4.19,4.19,4.19,4.19
2007-02-14,4.2,4.2,4.2,4.2
2007-02-15,4.19,4.19,4.19,4.19
2007-02-16,4.2,4.2,4.2,4.2
2007-02-19,4.2,4.2,4.2,4.2
2007-02-20,4.2,4.2,4.2,4.2
2007-02-21,4.19,4.19,4.19,4.19
2007-02-22,4.2,4.2,4.2,4.2
2007-02-23,4.2,4.2,4.2,4.2
2007-02-26,4.2,4.2,4.2,4.2
2007-02-27,4.21,4.21,4.21,4.21
2007-02-28,4.22,4.22,4.22,4.22
2007-03-01,4.21,4.21,4.21,4.21
2007-03-02,4.21,4.21,4.21,4.21
2007-03-05,4.21,4.21,4.21,4.21
2007-03-06,4.21,4.21,4.21,4.21
2007-03-07,4.21,4.21,4.21,4.21
2007-03-08,4.21,4.21,4.21,4.21
2007-03-09,4.21,4.21,4.21,4.21
2007-03-12,4.2,4.2,4.2,4.2
2007-03-13,4.2,4.2,4.2,4.2
2007-03-14,4.21,4.21,4.21,4.21
2007-03-15,4.2,4.2,4.2,4.2
2007-03-16,4.2,4.2,4.2,4.2
2007-03-19,4.21,4.21,4.21,4.21
2007-03-20,4.22,4.22,4.22,4.22
2007-03-21,4.23,4.23,4.23,4.23
2007-03-22,4.23,4.23,4.23,4.23
2007-03-23,4.23,4.23,4.23,4.23
2007-03-26,4.23,4.23,4.23,4.23
2007-03-27,4.24,4.24,4.24,4.24
2007-03-28,4.23,4.23,4.23,4.23
2007-03-29,4.24,4.24,4.24,4.24
2007-03-30,4.24,4.24,4.24,4.24
2007-04-02,4.24,4.24,4.24,4.24
2007-04-03,4.24,4.24,4.24,4.24
2007-04-04,4.27,4.27,4.27,4.27
2007-04-05,4.29,4.29,4.29,4.29
2007-04-10,4.29,4.29,4.29,4.29
2007-04-11,4.29,4.29,4.29,4.29
2007-04-12,4.28,4.28,4.28,4.28
2007-04-13,4.29,4.29,4.29,4.29
2007-04-16,4.29,4.29,4.29,4.29
2007-04-17,4.31,4.31,4.31,4.31
2007-04-18,4.32,4.32,4.32,4.32
2007-04-19,4.35,4.35,4.35,4.35
2007-04-20,4.35,4.35,4.35,4.35
2007-04-23,4.35,4.35,4.35,4.35
2007-04-24,4.35,4.35,4.35,4.35
2007-04-25,4.35,4.35,4.35,4.35
2007-04-26,4.38,4.38,4.38,4.38
2007-04-27,4.4,4.4,4.4,4.4
2007-04-30,4.4,4.4,4.4,4.4
2007-05-02,4.42,4.42,4.42,4.42
2007-05-04,4.42,4.42,4.42,4.42
2007-05-07,4.43,4.43,4.43,4.43
2007-05-08,4.44,4.44,4.44,4.44
2007-05-09,4.44,4.44,4.44,4.44
2007-05-10,4.44,4.44,4.44,4.44
2007-05-11,4.44,4.44,4.44,4.44
2007-05-14,4.43,4.43,4.43,4.43
2007-05-15,4.43,4.43,4.43,4.43
2007-05-16,4.44,4.44,4.44,4.44
2007-05-17,4.44,4.44,4.44,4.44
2007-05-18,4.44,4.44,4.44,4.44
2007-05-21,4.44,4.44,4.44,4.44
2007-05-22,4.44,4.44,4.44,4.44
2007-05-23,4.44,4.44,4.44,4.44
2007-05-24,4.45,4.45,4.45,4.45
2007-05-25,4.45,4.45,4.45,4.45
2007-05-28,4.45,4.45,4.45,4.45
2007-05-29,4.45,4.45,4.45,4.45
2007-05-30,4.45,4.45,4.45,4.45
2007-05-31,4.44,4.44,4.44,4.44
2007-06-01,4.44,4.44,4.44,4.44
